name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
iron-golem,large,construct,unaligned,understands the languages of its creator but can't speak,20,210,16,30,0,0,0,0,10,120,0,0,0,24,7,9,-1,20,5,3,-4,11,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10","Fire Absorption. Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt. | Immutable Form. The golem is immune to any spell or effect that would alter its form. | Magic Resistance. The golem has advantage on saving throws against spells and other magical effects. | Magic Weapons. The golem's weapon attacks are magical. | ","Multiattack. The golem makes two melee attacks. | Slam. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage. | Sword. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 23 (3d10 + 7) slashing damage. | Poison Breath (Recharge 6). The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
jackal,small,beast,unaligned,none,12,3,0,40,0,0,0,0,13,0,0,0,0,8,-1,15,2,11,0,3,-4,12,1,6,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 feet of the creature and the ally isn't incapacitated. | ,"Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) piercing damage.",none,0,Monster Manual (SRD)
killer-whale,huge,beast,unaligned,none,12,90,3,0,60,0,0,0,13,0,0,0,120,19,4,10,0,13,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"blindsight 120 ft., passive Perception 13",Echolocation. The whale can't use its blindsight while deafened. | Hold Breath. The whale can hold its breath for 30 minutes. | Keen Hearing. The whale has advantage on Wisdom (Perception) checks that rely on hearing. | ,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 21 (5d6 + 4) piercing damage.",none,0,Monster Manual (SRD)
knight,medium,humanoid (any race),any alignment,any one language (usually Common),18,52,3,30,0,0,0,0,10,0,0,0,0,16,3,11,0,14,2,11,0,11,0,15,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,Brave. The knight has advantage on saving throws against being frightened. | ,"Multiattack. The knight makes two melee attacks. | Greatsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. | Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage. | Leadership (Recharges after a Short or Long Rest). For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated. | RE",none,0,Monster Manual (SRD)
kobold,small,humanoid (kobold),lawful evil,"Common, Draconic",12,5,0.125,30,0,0,0,0,8,60,0,0,0,7,-2,15,2,9,-1,8,-1,7,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 8","Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't incapacitated. | ","Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. | Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",none,0,Monster Manual (SRD)
kraken,gargantuan,monstrosity (titan),chaotic evil,"understands Abyssal, Celestial, Infernal, and Primordial but can't speak, telepathy 120 ft.",18,472,23,20,60,0,0,0,14,0,120,0,0,30,1,11,0,25,7,22,6,18,4,20,5,17,7,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 14","Amphibious. The kraken can breathe air and water. | Freedom of Movement. The kraken ignores difficult terrain, and magical effects can't reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled. | Siege Monster. The kraken deals double damage to objects and structures. | ","Multiattack. The kraken makes three tentacle attacks, each of which it can replace with one use of Fling. | Bite. Melee Weapon Attack: +17 to hit, reach 5 ft., one target. Hit: 23 (3d8 + 10) piercing damage. If the target is a Large or smaller creature grappled by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the kraken, and it takes 42 (12d6) acid damage at the start of each of the kraken's turns. If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a DC 25 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the kraken. If the kraken dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone. | Tentacle. Melee Weapon Attack: +17 to hit, reach 30 ft., one target. Hit: 20 (3d6 + 10) bludgeoning damage, and the target is grappled (escape DC 18). Until this grapple ends, the target is restrained. The kraken has ten tentacles, each of which can grapple one target. | Fling. One Large or smaller object held or creature grappled by the kraken is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 18 Dexterity saving throw or take the same damage and be knocked prone. | Lightning Storm. The kraken magically creates three bolts of lightning, each of which can strike a target the kraken can see within 120 feet of it. A target must make a DC 23 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one. | ","The kraken can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The kraken regains spent legendary actions at the start of its turn. | Tentacle Attack or Fling. The kraken makes one tentacle attack or uses its Fling. | Lightning Storm (Costs 2 Actions). The kraken uses Lightning Storm. | Ink Cloud (Costs 3 Actions). While underwater, the kraken expels an ink cloud in a 60-foot radius. The cloud spreads around corners, and that area is heavily obscured to creatures other than the kraken. Each creature other than the kraken that ends its turn there must succeed on a DC 23 Constitution saving throw, taking 16 (3d10) poison damage on a failed save, or half as much damage on a successful one. A strong current disperses the cloud, which otherwise disappears at the end of the kraken's next turn.",1,Monster Manual (SRD)
lamia,large,monstrosity,chaotic evil,"Abyssal, Common",13,97,4,30,0,0,0,0,12,60,0,0,0,16,3,13,1,15,2,14,2,15,2,16,3,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,"darkvision 60 ft., passive Perception 12","Innate Spellcasting. The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. | At will: disguise self (any humanoid form), major image | 3/day each: charm person, mirror image, scrying, suggestion | 1/day: geas | ","Multiattack. The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch. | Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage. | Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage. | Intoxicating Touch. Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks.",none,0,Monster Manual (SRD)
lemure,medium,fiend (devil),lawful evil,understands Infernal but can't speak,7,13,0,15,0,0,0,0,10,120,0,0,0,10,0,5,-3,11,0,1,-5,11,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10",Devil's Sight. Magical darkness doesn't impede the lemure's darkvision. | Hellish Rejuvenation. A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water. | ,"Fist. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",none,0,Monster Manual (SRD)
lich,medium,undead,any evil alignment,Common plus up to five other languages,17,135,21,30,0,0,0,0,19,0,120,0,0,11,0,16,3,16,3,20,5,14,2,16,3,0,0,10,12,9,0,12,9,0,0,9,0,19,0,0,0,0,"truesight 120 ft., passive Perception 19","Legendary Resistance (3/Day). If the lich fails a saving throw, it can choose to succeed instead. | Rejuvenation. If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery. | Spellcasting. The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared: | Cantrips (at will): mage hand, prestidigitation, ray of frost | 1st level (4 slots): detect magic, magic missile, shield, thunderwave | 2nd level (3 slots): detect thoughts, invisibility, Melf's acid arrow, mirror image | 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball | 4th level (3 slots): blight, dimension door | 5th level (3 slots): cloudkill, scrying | 6th level (1 slot): disintegrate, globe of invulnerability | 7th level (1 slot): finger of death, plane shift | 8th level (1 slot): dominate monster, power word stun | 9th level (1 slot): power word kill | Turn Resistance. The lich has advantage on saving throws against any effect that turns undead. | ","Paralyzing Touch. Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | ","The lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The lich regains spent legendary actions at the start of its turn. | Cantrip. The lich casts a cantrip. | Paralyzing Touch (Costs 2 Actions). The lich uses its Paralyzing Touch. | Frightening Gaze (Costs 2 Actions). The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours. | Disrupt Life (Costs 3 Actions). Each non‐undead creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.",1,Monster Manual (SRD)
lion,large,beast,unaligned,none,12,26,1,50,0,0,0,0,13,0,0,0,0,17,3,15,2,13,1,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,passive Perception 13,"Keen Smell. The lion has advantage on Wisdom (Perception) checks that rely on smell. | Pack Tactics. The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 feet of the creature and the ally isn't incapacitated. | Pounce. If the lion moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action. | Running Leap. With a 10-foot running start, the lion can long jump up to 25 feet. | ","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage. | Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",none,0,Monster Manual (SRD)
lizard,tiny,beast,unaligned,none,10,2,0,20,0,0,20,0,9,30,0,0,0,2,-4,11,0,10,0,1,-5,8,-1,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive Perception 9",,"Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",none,0,Monster Manual (SRD)
lizardfolk,medium,humanoid (lizardfolk),neutral,Draconic,15,22,0.5,30,30,0,0,0,13,0,0,0,0,15,2,10,0,13,1,7,-2,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,passive Perception 13,Hold Breath. The lizardfolk can hold its breath for 15 minutes. | ,"Multiattack. The lizardfolk makes two melee attacks, each one with a different weapon. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage. | Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",none,0,Monster Manual (SRD)
mage,medium,humanoid (any race),any alignment,any four languages,12,40,6,30,0,0,0,0,11,0,0,0,0,9,-1,14,2,11,0,17,3,12,1,11,0,0,0,0,6,4,0,6,0,0,0,0,0,6,0,0,0,0,passive Perception 11,"Spellcasting. The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared: | Cantrips (at will): fire bolt, light, mage hand, prestidigitation | 1st level (4 slots): detect magic, mage armor, magic missile, shield | 2nd level (3 slots): misty step, suggestion | 3rd level (3 slots): counterspell, fireball, fly | 4th level (3 slots): greater invisibility, ice storm | 5th level (1 slot): cone of cold | ","Dagger. Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",none,0,Monster Manual (SRD)
magma-mephit,small,elemental,neutral evil,"Ignan, Terran",11,22,0.5,30,0,30,0,0,10,60,0,0,0,8,-1,12,1,12,1,7,-2,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the mephit dies, it explodes in a burst of lava. Each creature within 5 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. | False Appearance. While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma. | Innate Spellcasting (1/Day). The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma. | ","Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage. | Fire Breath (Recharge 6). The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
magmin,small,elemental,chaotic neutral,Ignan,14,9,0.5,30,0,0,0,0,10,60,0,0,0,7,-2,15,2,12,1,8,-1,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited. | Ignited Illumination. As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 feet. | ","Touch. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.",none,0,Monster Manual (SRD)
mammoth,huge,beast,unaligned,none,13,126,6,40,0,0,0,0,10,0,0,0,0,24,7,9,-1,21,5,3,-4,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,"Trampling Charge. If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action. | ","Gore. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage. | Stomp. Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.",none,0,Monster Manual (SRD)
manticore,large,monstrosity,lawful evil,Common,14,68,3,30,0,50,0,0,11,60,0,0,0,17,3,16,3,17,3,7,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",Tail Spike Regrowth. The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest. | ,"Multiattack. The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage. | Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage. | Tail Spike. Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",none,0,Monster Manual (SRD)
marilith,large,fiend (demon),chaotic evil,"Abyssal, telepathy 120 ft.",18,189,16,40,0,0,0,0,13,0,120,0,0,18,4,20,5,20,5,18,4,16,3,20,5,9,0,10,0,8,10,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 13",Magic Resistance. The marilith has advantage on saving throws against spells and other magical effects. | Magic Weapons. The marilith's weapon attacks are magical. | Reactive. The marilith can take one reaction on every turn in a combat. | ,"Multiattack. The marilith makes seven attacks: six with its longswords and one with its tail. | Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage. | Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets. | Teleport. The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see. | RE",none,0,Monster Manual (SRD)
mastiff,medium,beast,unaligned,none,12,5,0.125,40,0,0,0,0,13,0,0,0,0,13,1,14,2,12,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",none,0,Monster Manual (SRD)
medusa,medium,monstrosity,lawful evil,Common,15,127,6,30,0,0,0,0,14,60,0,0,0,10,0,15,2,16,3,12,1,13,1,15,2,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,"darkvision 60 ft., passive Perception 14","Petrifying Gaze. When a creature that can see the medusa's eyes starts its turn within 30 feet of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic. Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save. If the medusa sees itself reflected on a polished surface within 30 feet of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze. | ","Multiattack. The medusa makes either three melee attacks -one with its snake hair and two with its shortsword- or two ranged attacks with its longbow. | Snake Hair. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage. | Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Longbow. Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.",none,0,Monster Manual (SRD)
merfolk,medium,humanoid (merfolk),neutral,"Aquan, Common",11,11,0.125,10,40,0,0,0,12,0,0,0,0,10,0,13,1,12,1,11,0,11,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,passive Perception 12,Amphibious. The merfolk can breathe air and water. | ,"Spear. Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack.",none,0,Monster Manual (SRD)
merrow,large,monstrosity,chaotic evil,"Abyssal, Aquan",13,45,2,10,40,0,0,0,10,60,0,0,0,18,4,10,0,15,2,8,-1,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",Amphibious. The merrow can breathe air and water. | ,"Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon. | Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage. | Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage. | Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.",none,0,Monster Manual (SRD)
mimic,medium,monstrosity (shapechanger),neutral,none,12,58,2,15,0,0,0,0,11,60,0,0,0,17,3,12,1,15,2,5,-3,13,1,8,-1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11","Shapechanger. The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Adhesive (Object Form Only). The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage. | False Appearance (Object Form Only). While the mimic remains motionless, it is indistinguishable from an ordinary object. | Grappler. The mimic has advantage on attack rolls against any creature grappled by it. | ","Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.",none,0,Monster Manual (SRD)
minotaur,large,monstrosity,chaotic evil,Abyssal,14,76,3,40,0,0,0,0,17,60,0,0,0,18,4,11,0,16,3,6,-2,16,3,9,-1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 17","Charge. If the minotaur moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone. | Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled. | Reckless. At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn. | ","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage. | Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",none,0,Monster Manual (SRD)
minotaur-skeleton,large,undead,lawful evil,understands Abyssal but can't speak,12,67,2,40,0,0,0,0,9,60,0,0,0,18,4,11,0,15,2,6,-2,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9","Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone. | ","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage. | Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",none,0,Monster Manual (SRD)
mud-mephit,small,elemental,neutral evil,"Aquan, Terran",11,27,0.25,20,20,20,0,0,10,60,0,0,0,8,-1,12,1,12,1,9,-1,11,0,7,-2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the mephit dies, it explodes in a burst of sticky mud. Each Medium or smaller creature within 5 feet of it must succeed on a DC 11 Dexterity saving throw or be restrained until the end of the creature's next turn. | False Appearance. While the mephit remains motionless, it is indistinguishable from an ordinary mound of mud. | ","Fists. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) bludgeoning damage. | Mud Breath (Recharge 6). The mephit belches viscid mud onto one creature within 5 feet of it. If the target is Medium or smaller, it must succeed on a DC 11 Dexterity saving throw or be restrained for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
mule,medium,beast,unaligned,none,10,11,0.125,40,0,0,0,0,10,0,0,0,0,14,2,10,0,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,Beast of Burden. The mule is considered to be a Large animal for the purpose of determining its carrying capacity. | Sure-Footed. The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone. | ,"Hooves. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",none,0,Monster Manual (SRD)
mummy,medium,undead,lawful evil,the languages it knew in life,11,58,3,20,0,0,0,0,10,60,0,0,0,16,3,8,-1,15,2,6,-2,10,0,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",,"Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist. | Rotting Fist. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic. | Dreadful Glare. The mummy targets one creature it can see within 60 feet of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",none,0,Monster Manual (SRD)
